FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-12
M,Monthly,ARG,Argentina,WB_BPS_PLANTS_HIRED,Share of establishments that hired workers in the last 30 days (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_MI,Size: Micro (0-4),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,2.74,,,
M,Monthly,ARG,Argentina,WB_BPS_PLANTS_HIRED,Share of establishments that hired workers in the last 30 days (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_S,Size: Small (5-19),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,5.01,,,
M,Monthly,ARG,Argentina,WB_BPS_PLANTS_HIRED,Share of establishments that hired workers in the last 30 days (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_MGF,Sector: Manufacturing,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,12.1,,,
M,Monthly,ARG,Argentina,WB_BPS_PLANTS_HIRED,Share of establishments that hired workers in the last 30 days (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_OS,Sector: Other Services,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,4.09,,,
M,Monthly,ARG,Argentina,WB_BPS_PLANTS_HIRED,Share of establishments that hired workers in the last 30 days (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_RET,Sector: Retail,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,4.29,,,
M,Monthly,ARG,Argentina,WB_BPS_PLANTS_HIRED,Share of establishments that hired workers in the last 30 days (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,5.72,,,
M,Monthly,ARG,Argentina,WB_BPS_PLANTS_HOURS_CUT,Share of establishments that reduced hours in the last 30 days (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_L,Size: Large (100+),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,16.35,,,
M,Monthly,ARG,Argentina,WB_BPS_PLANTS_HOURS_CUT,Share of establishments that reduced hours in the last 30 days (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_M,Size: Medium (20-99),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,13.96,,,
M,Monthly,ARG,Argentina,WB_BPS_PLANTS_HOURS_CUT,Share of establishments that reduced hours in the last 30 days (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_MI,Size: Micro (0-4),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,8.16,,,
M,Monthly,ARG,Argentina,WB_BPS_PLANTS_HOURS_CUT,Share of establishments that reduced hours in the last 30 days (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_S,Size: Small (5-19),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,17.08,,,
M,Monthly,ARG,Argentina,WB_BPS_PLANTS_HOURS_CUT,Share of establishments that reduced hours in the last 30 days (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_MGF,Sector: Manufacturing,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,12.7,,,
M,Monthly,ARG,Argentina,WB_BPS_PLANTS_HOURS_CUT,Share of establishments that reduced hours in the last 30 days (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_OS,Sector: Other Services,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,7.38,,,
M,Monthly,ARG,Argentina,WB_BPS_PLANTS_HOURS_CUT,Share of establishments that reduced hours in the last 30 days (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_RET,Sector: Retail,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,12.89,,,
M,Monthly,ARG,Argentina,WB_BPS_PLANTS_HOURS_CUT,Share of establishments that reduced hours in the last 30 days (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,11.22,,,
M,Monthly,ARG,Argentina,WB_BPS_PLANTS_WAGES_CUT,Share of establishments that reduced wages in the last 30 days (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_L,Size: Large (100+),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,10.92,,,
M,Monthly,ARG,Argentina,WB_BPS_PLANTS_WAGES_CUT,Share of establishments that reduced wages in the last 30 days (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_M,Size: Medium (20-99),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,5.1,,,
M,Monthly,ARG,Argentina,WB_BPS_PLANTS_WAGES_CUT,Share of establishments that reduced wages in the last 30 days (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_MI,Size: Micro (0-4),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,4.44,,,
M,Monthly,ARG,Argentina,WB_BPS_PLANTS_WAGES_CUT,Share of establishments that reduced wages in the last 30 days (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_S,Size: Small (5-19),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,7.24,,,
M,Monthly,ARG,Argentina,WB_BPS_PLANTS_WAGES_CUT,Share of establishments that reduced wages in the last 30 days (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_MGF,Sector: Manufacturing,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,4.8,,,
M,Monthly,ARG,Argentina,WB_BPS_PLANTS_WAGES_CUT,Share of establishments that reduced wages in the last 30 days (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_OS,Sector: Other Services,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,6.17,,,
M,Monthly,ARG,Argentina,WB_BPS_PLANTS_WAGES_CUT,Share of establishments that reduced wages in the last 30 days (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_RET,Sector: Retail,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,5.12,,,
M,Monthly,ARG,Argentina,WB_BPS_PLANTS_WAGES_CUT,Share of establishments that reduced wages in the last 30 days (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,5.37,,,
M,Monthly,ARG,Argentina,WB_BPS_RCV_POLICY,Business Pulse Surveys: Received/Expected support:  Share of firms (over total surveyed) that received support,PT,Percentage,WB_BPS_SIZE_L,Size: Large (100+),_Z,Not Applicable,WB_BPS_SUPPORT_4,Mode of support: Tax reduction or exemptions,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,20.59,,,
M,Monthly,ARG,Argentina,WB_BPS_RCV_POLICY,Business Pulse Surveys: Received/Expected support:  Share of firms (over total surveyed) that received support,PT,Percentage,WB_BPS_SIZE_L,Size: Large (100+),_Z,Not Applicable,WB_BPS_SUPPORT_5,Mode of support: Wage subsidies,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,63.43,,,
M,Monthly,ARG,Argentina,WB_BPS_RCV_POLICY,Business Pulse Surveys: Received/Expected support:  Share of firms (over total surveyed) that received support,PT,Percentage,WB_BPS_SIZE_M,Size: Medium (20-99),_Z,Not Applicable,WB_BPS_SUPPORT_4,Mode of support: Tax reduction or exemptions,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,16.67,,,
M,Monthly,ARG,Argentina,WB_BPS_RCV_POLICY,Business Pulse Surveys: Received/Expected support:  Share of firms (over total surveyed) that received support,PT,Percentage,WB_BPS_SIZE_M,Size: Medium (20-99),_Z,Not Applicable,WB_BPS_SUPPORT_5,Mode of support: Wage subsidies,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,59.5,,,
M,Monthly,ARG,Argentina,WB_BPS_RCV_POLICY,Business Pulse Surveys: Received/Expected support:  Share of firms (over total surveyed) that received support,PT,Percentage,WB_BPS_SIZE_MI,Size: Micro (0-4),_Z,Not Applicable,WB_BPS_SUPPORT_4,Mode of support: Tax reduction or exemptions,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,3.32,,,
M,Monthly,ARG,Argentina,WB_BPS_RCV_POLICY,Business Pulse Surveys: Received/Expected support:  Share of firms (over total surveyed) that received support,PT,Percentage,WB_BPS_SIZE_MI,Size: Micro (0-4),_Z,Not Applicable,WB_BPS_SUPPORT_5,Mode of support: Wage subsidies,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,21.41,,,
M,Monthly,ARG,Argentina,WB_BPS_RCV_POLICY,Business Pulse Surveys: Received/Expected support:  Share of firms (over total surveyed) that received support,PT,Percentage,WB_BPS_SIZE_S,Size: Small (5-19),_Z,Not Applicable,WB_BPS_SUPPORT_4,Mode of support: Tax reduction or exemptions,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,11.04,,,
M,Monthly,ARG,Argentina,WB_BPS_RCV_POLICY,Business Pulse Surveys: Received/Expected support:  Share of firms (over total surveyed) that received support,PT,Percentage,WB_BPS_SIZE_S,Size: Small (5-19),_Z,Not Applicable,WB_BPS_SUPPORT_5,Mode of support: Wage subsidies,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,61.29,,,
M,Monthly,ARG,Argentina,WB_BPS_RCV_POLICY,Business Pulse Surveys: Received/Expected support:  Share of firms (over total surveyed) that received support,PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_MGF,Sector: Manufacturing,WB_BPS_SUPPORT_4,Mode of support: Tax reduction or exemptions,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,12.63,,,
M,Monthly,ARG,Argentina,WB_BPS_RCV_POLICY,Business Pulse Surveys: Received/Expected support:  Share of firms (over total surveyed) that received support,PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_MGF,Sector: Manufacturing,WB_BPS_SUPPORT_5,Mode of support: Wage subsidies,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,46.58,,,
M,Monthly,ARG,Argentina,WB_BPS_RCV_POLICY,Business Pulse Surveys: Received/Expected support:  Share of firms (over total surveyed) that received support,PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_OS,Sector: Other Services,WB_BPS_SUPPORT_4,Mode of support: Tax reduction or exemptions,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,6.13,,,
M,Monthly,ARG,Argentina,WB_BPS_RCV_POLICY,Business Pulse Surveys: Received/Expected support:  Share of firms (over total surveyed) that received support,PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_OS,Sector: Other Services,WB_BPS_SUPPORT_5,Mode of support: Wage subsidies,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,35.34,,,
M,Monthly,ARG,Argentina,WB_BPS_RCV_POLICY,Business Pulse Surveys: Received/Expected support:  Share of firms (over total surveyed) that received support,PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_RET,Sector: Retail,WB_BPS_SUPPORT_4,Mode of support: Tax reduction or exemptions,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,4.84,,,
M,Monthly,ARG,Argentina,WB_BPS_RCV_POLICY,Business Pulse Surveys: Received/Expected support:  Share of firms (over total surveyed) that received support,PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_RET,Sector: Retail,WB_BPS_SUPPORT_5,Mode of support: Wage subsidies,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,32.54,,,
M,Monthly,ARG,Argentina,WB_BPS_RCV_POLICY,Business Pulse Surveys: Received/Expected support:  Share of firms (over total surveyed) that received support,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,WB_BPS_SUPPORT_4,Mode of support: Tax reduction or exemptions,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,6.71,,,
M,Monthly,ARG,Argentina,WB_BPS_RCV_POLICY,Business Pulse Surveys: Received/Expected support:  Share of firms (over total surveyed) that received support,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,WB_BPS_SUPPORT_5,Mode of support: Wage subsidies,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,36.04,,,
M,Monthly,ARG,Argentina,WB_BPS_REASON,Business Pulse Surveys: Reason for no access to public support,PT,Percentage,WB_BPS_SIZE_M,Size: Medium (20-99),_Z,Not Applicable,WB_BPS_REASON_1,Reason: Was not aware of public support,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,5.83,,,
M,Monthly,ARG,Argentina,WB_BPS_REASON,Business Pulse Surveys: Reason for no access to public support,PT,Percentage,WB_BPS_SIZE_M,Size: Medium (20-99),_Z,Not Applicable,WB_BPS_REASON_2,Reason: It was too complicated to apply,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,0.88,,,
M,Monthly,ARG,Argentina,WB_BPS_REASON,Business Pulse Surveys: Reason for no access to public support,PT,Percentage,WB_BPS_SIZE_M,Size: Medium (20-99),_Z,Not Applicable,WB_BPS_REASON_3,Reason: Were not eligible for public support,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,47.68,,,
M,Monthly,ARG,Argentina,WB_BPS_REASON,Business Pulse Surveys: Reason for no access to public support,PT,Percentage,WB_BPS_SIZE_M,Size: Medium (20-99),_Z,Not Applicable,WB_BPS_REASON_4,Reason: Applied but not received public support,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,5.19,,,
M,Monthly,ARG,Argentina,WB_BPS_REASON,Business Pulse Surveys: Reason for no access to public support,PT,Percentage,WB_BPS_SIZE_MI,Size: Micro (0-4),_Z,Not Applicable,WB_BPS_REASON_1,Reason: Was not aware of public support,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,7.1,,,
M,Monthly,ARG,Argentina,WB_BPS_REASON,Business Pulse Surveys: Reason for no access to public support,PT,Percentage,WB_BPS_SIZE_MI,Size: Micro (0-4),_Z,Not Applicable,WB_BPS_REASON_2,Reason: It was too complicated to apply,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,6.5,,,
M,Monthly,ARG,Argentina,WB_BPS_REASON,Business Pulse Surveys: Reason for no access to public support,PT,Percentage,WB_BPS_SIZE_MI,Size: Micro (0-4),_Z,Not Applicable,WB_BPS_REASON_3,Reason: Were not eligible for public support,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,28.01,,,
M,Monthly,ARG,Argentina,WB_BPS_REASON,Business Pulse Surveys: Reason for no access to public support,PT,Percentage,WB_BPS_SIZE_MI,Size: Micro (0-4),_Z,Not Applicable,WB_BPS_REASON_4,Reason: Applied but not received public support,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,13.42,,,
M,Monthly,ARG,Argentina,WB_BPS_REASON,Business Pulse Surveys: Reason for no access to public support,PT,Percentage,WB_BPS_SIZE_S,Size: Small (5-19),_Z,Not Applicable,WB_BPS_REASON_1,Reason: Was not aware of public support,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,9.39,,,
M,Monthly,ARG,Argentina,WB_BPS_REASON,Business Pulse Surveys: Reason for no access to public support,PT,Percentage,WB_BPS_SIZE_S,Size: Small (5-19),_Z,Not Applicable,WB_BPS_REASON_2,Reason: It was too complicated to apply,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,8.47,,,
M,Monthly,ARG,Argentina,WB_BPS_REASON,Business Pulse Surveys: Reason for no access to public support,PT,Percentage,WB_BPS_SIZE_S,Size: Small (5-19),_Z,Not Applicable,WB_BPS_REASON_3,Reason: Were not eligible for public support,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,29.37,,,
M,Monthly,ARG,Argentina,WB_BPS_REASON,Business Pulse Surveys: Reason for no access to public support,PT,Percentage,WB_BPS_SIZE_S,Size: Small (5-19),_Z,Not Applicable,WB_BPS_REASON_4,Reason: Applied but not received public support,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,15.2,,,
M,Monthly,ARG,Argentina,WB_BPS_REASON,Business Pulse Surveys: Reason for no access to public support,PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_MGF,Sector: Manufacturing,WB_BPS_REASON_1,Reason: Was not aware of public support,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,6.11,,,
M,Monthly,ARG,Argentina,WB_BPS_REASON,Business Pulse Surveys: Reason for no access to public support,PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_MGF,Sector: Manufacturing,WB_BPS_REASON_2,Reason: It was too complicated to apply,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,3.02,,,
M,Monthly,ARG,Argentina,WB_BPS_REASON,Business Pulse Surveys: Reason for no access to public support,PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_MGF,Sector: Manufacturing,WB_BPS_REASON_3,Reason: Were not eligible for public support,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,30.43,,,
M,Monthly,ARG,Argentina,WB_BPS_REASON,Business Pulse Surveys: Reason for no access to public support,PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_MGF,Sector: Manufacturing,WB_BPS_REASON_4,Reason: Applied but not received public support,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,23.55,,,
M,Monthly,ARG,Argentina,WB_BPS_REASON,Business Pulse Surveys: Reason for no access to public support,PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_OS,Sector: Other Services,WB_BPS_REASON_1,Reason: Was not aware of public support,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,6.7,,,
M,Monthly,ARG,Argentina,WB_BPS_REASON,Business Pulse Surveys: Reason for no access to public support,PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_OS,Sector: Other Services,WB_BPS_REASON_2,Reason: It was too complicated to apply,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,1.73,,,
M,Monthly,ARG,Argentina,WB_BPS_REASON,Business Pulse Surveys: Reason for no access to public support,PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_OS,Sector: Other Services,WB_BPS_REASON_3,Reason: Were not eligible for public support,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,47.16,,,
M,Monthly,ARG,Argentina,WB_BPS_REASON,Business Pulse Surveys: Reason for no access to public support,PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_OS,Sector: Other Services,WB_BPS_REASON_4,Reason: Applied but not received public support,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,7.21,,,
M,Monthly,ARG,Argentina,WB_BPS_REASON,Business Pulse Surveys: Reason for no access to public support,PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_RET,Sector: Retail,WB_BPS_REASON_1,Reason: Was not aware of public support,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,8.16,,,
M,Monthly,ARG,Argentina,WB_BPS_REASON,Business Pulse Surveys: Reason for no access to public support,PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_RET,Sector: Retail,WB_BPS_REASON_2,Reason: It was too complicated to apply,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,10.42,,,
M,Monthly,ARG,Argentina,WB_BPS_REASON,Business Pulse Surveys: Reason for no access to public support,PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_RET,Sector: Retail,WB_BPS_REASON_3,Reason: Were not eligible for public support,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,18.11,,,
M,Monthly,ARG,Argentina,WB_BPS_REASON,Business Pulse Surveys: Reason for no access to public support,PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_RET,Sector: Retail,WB_BPS_REASON_4,Reason: Applied but not received public support,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,13.84,,,
M,Monthly,ARG,Argentina,WB_BPS_REASON,Business Pulse Surveys: Reason for no access to public support,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,WB_BPS_REASON_1,Reason: Was not aware of public support,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,7.38,,,
M,Monthly,ARG,Argentina,WB_BPS_REASON,Business Pulse Surveys: Reason for no access to public support,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,WB_BPS_REASON_2,Reason: It was too complicated to apply,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,6.53,,,
M,Monthly,ARG,Argentina,WB_BPS_REASON,Business Pulse Surveys: Reason for no access to public support,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,WB_BPS_REASON_3,Reason: Were not eligible for public support,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,29.11,,,
M,Monthly,ARG,Argentina,WB_BPS_REASON,Business Pulse Surveys: Reason for no access to public support,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,WB_BPS_REASON_4,Reason: Applied but not received public support,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,13.35,,,
M,Monthly,ARG,Argentina,WB_BPS_REMOTE_WORKERS,Share of employees working remotely at the time of the interview (no micro firms included) (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_L,Size: Large (100+),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,9.42,,,
M,Monthly,ARG,Argentina,WB_BPS_REMOTE_WORKERS,Share of employees working remotely at the time of the interview (no micro firms included) (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_M,Size: Medium (20-99),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,10.26,,,
M,Monthly,ARG,Argentina,WB_BPS_REMOTE_WORKERS,Share of employees working remotely at the time of the interview (no micro firms included) (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_S,Size: Small (5-19),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,9.46,,,
M,Monthly,ARG,Argentina,WB_BPS_REMOTE_WORKERS,Share of employees working remotely at the time of the interview (no micro firms included) (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_MGF,Sector: Manufacturing,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,1.87,,,
M,Monthly,ARG,Argentina,WB_BPS_REMOTE_WORKERS,Share of employees working remotely at the time of the interview (no micro firms included) (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_OS,Sector: Other Services,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,25.21,,,
M,Monthly,ARG,Argentina,WB_BPS_REMOTE_WORKERS,Share of employees working remotely at the time of the interview (no micro firms included) (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_RET,Sector: Retail,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,4.55,,,
